Age,Income,CreditScore,LoanAmount,LoanDuration,ExistingLoans,Balance,JobType,MaritalStatus,HomeOwner,Default
41,56113.708509169905,683.7055835385949,17775.268801401922,48,4,3886.444853864815,employee,married,0,0
29,62892.79476042492,714.6218745033427,21729.565416349495,48,2,11554.049743611095,self-employed,married,0,0
59,29190.404922520753,659.2665559207652,15386.41227656628,48,0,3687.411587635316,manager,married,1,0
38,47932.469527195295,668.2883316462736,10828.647914308673,36,2,15533.534261606574,employee,married,0,0
24,42263.05319916302,630.0157476531745,12685.126981900583,48,1,5254.78881861273,self-employed,single,0,0
45,38231.88903127606,543.0571839133056,802.0887159484628,60,1,13228.112995885029,employee,single,0,0
34,45340.039438375396,636.0508703798275,12667.418088463184,48,3,8575.717125722884,self-employed,married,0,0
29,43269.96115999206,595.8308843295573,7194.406350472902,24,3,6444.1496793790475,employee,married,1,0
46,48121.11353308882,596.0862897869567,10102.508645527687,48,1,11311.39253294995,employee,single,0,0
22,61625.751414250786,764.7067591328125,6840.217084446992,60,2,9488.919175761199,manager,divorced,1,0
40,51761.913862970505,726.12459021844,6033.157958930315,48,1,7538.716336744355,unemployed,single,0,0
48,44658.86888309054,514.5200727331942,7971.2130266908725,12,3,14270.376039086768,manager,married,0,0
67,67969.37585234619,563.2096978978929,19429.730452763695,60,1,3006.4291521855084,employee,single,0,0
27,56648.94393820503,620.9150364357945,11431.471897281846,36,1,1020.3452961530716,employee,married,1,0
64,38614.02342094977,598.749421589123,7244.523416635964,48,2,2295.0770327521846,manager,single,1,0
28,21743.19396470642,675.3934618803033,20278.09849976142,24,2,12009.092760334219,self-employed,single,0,1
67,25182.539786193018,550.5131937754238,15902.804754683279,48,1,10803.040084344382,employee,single,1,0
55,53998.48672473451,726.6825569038892,-1545.6587800288871,24,2,2898.952402078459,self-employed,divorced,1,0
34,30545.31281120528,646.479556404654,21969.370395790407,12,0,-4418.605150375464,manager,single,1,0
37,24879.167843320778,622.7590364231058,15504.513744955178,36,1,4176.619854485111,unemployed,single,0,0
56,28628.720099692007,648.8544445827382,20392.617503518442,60,3,946.9427656349117,unemployed,divorced,1,0
60,29689.235318639498,616.5993541187975,13423.443631473405,60,3,3024.256114042184,employee,single,1,0
24,52759.71501673377,487.5485943419117,26232.834409167226,36,1,782.3638090163267,self-employed,divorced,1,0
22,37648.86886326586,650.9540784617182,12326.779495784696,12,1,-1438.1523079160943,manager,divorced,1,0
26,19414.380995508913,624.3402889092354,-3450.872786592441,12,1,12532.817473323605,employee,divorced,1,0
62,40465.67346643535,573.6434389877797,8774.408136426038,48,2,2265.3271842263266,unemployed,single,1,0
24,43333.991986723624,737.7943865133266,18514.97390510773,12,2,10650.671213036669,unemployed,married,0,0
49,32809.947078387224,703.5550410714582,16113.605680907063,48,3,4114.516360612572,self-employed,single,0,0
38,57338.276262890504,845.1085365263401,14142.400321086361,24,1,476.78318179022426,employee,married,1,0
46,33685.91671461573,716.7862800953963,8095.297500923881,36,1,7036.273559716012,self-employed,married,1,0
64,56625.06529955726,598.5251946375779,15128.934303305787,24,2,3435.7725722682826,self-employed,divorced,0,0
54,48951.74169512464,577.536849711857,14899.37070816248,24,0,4171.5955773470105,employee,divorced,1,0
30,53899.08262066611,610.4555518970916,14827.456514594354,24,1,5579.623737359072,manager,divorced,0,0
56,23521.73738790408,596.6697107457084,18763.69082741328,24,5,1751.1486570052439,unemployed,divorced,1,1
34,41474.652883571536,658.7026691083173,16272.38226768672,60,1,-1484.5454164814364,employee,single,0,0
51,39207.57993137847,526.89620982728,13233.93026885064,12,4,4794.921541062648,unemployed,single,0,0
68,18669.902126387,701.7829251236825,7982.046050017108,36,1,8855.670810535343,manager,married,1,0
35,56575.91094704364,657.2957095497142,24519.96689393713,36,2,1393.6349643529788,unemployed,single,1,0
28,27738.98654638975,692.5971446230956,28871.20981855945,24,2,5615.849065062541,unemployed,single,1,1
34,30856.482567460258,558.4682818377981,27209.468758144427,36,2,11022.028594196789,self-employed,married,0,1
43,24800.26246603411,669.7351016268846,19893.566207209245,48,3,4640.940450904609,self-employed,single,0,1
60,50517.7948910556,753.9341264695709,3274.4343967676505,36,1,5344.377487183436,self-employed,single,0,0
41,17111.054218411064,581.1594199119827,2418.6551544671147,24,2,5220.849414401545,manager,divorced,0,0
36,49268.12200696852,578.9715434018235,11161.039776103371,36,3,2270.62229642776,self-employed,divorced,0,0
65,55667.70979365191,706.9565973373813,14616.739108834581,12,0,1026.5819262664959,unemployed,married,1,0
38,48057.676414386406,572.4759158769933,14329.210434691862,24,0,1042.950522715702,unemployed,divorced,0,0
67,50689.427257696436,631.3372813474184,16356.262828731127,60,0,6472.732788029093,unemployed,single,0,0
44,51393.19704367064,768.0586143193876,5252.874314477684,12,3,8031.489447730975,employee,divorced,1,0
46,25758.635099113537,580.10648864619,26251.93542956945,36,1,8220.328953751407,unemployed,divorced,1,1
45,61521.02469496516,773.5553679099412,25536.670825844893,60,2,3485.8285849781496,self-employed,married,0,0
65,33098.85618799752,623.1374606436696,5820.5227565608,12,1,9373.234163722585,manager,single,0,0
61,39004.18573615042,560.303893852892,1969.1953028684693,48,4,6229.455278041706,manager,married,1,0
49,35010.44022473561,698.2963324098102,14371.782647894202,12,2,5282.9688871640765,unemployed,single,1,0
35,47373.13181315964,658.6198507700853,23834.633472180918,60,0,-8357.42665041434,unemployed,single,0,0
65,31929.441352938666,651.0544208709351,14774.736044096895,48,1,1730.3615535744675,employee,single,0,0
21,41003.73586356053,588.5025391585308,16819.687145809625,36,0,-1084.391608949103,unemployed,divorced,1,0
45,21469.842742809928,658.0362360361692,11922.019076945677,24,0,7508.294028256438,unemployed,married,1,0
27,57469.97812752357,484.58955567293197,16023.953306679472,36,0,5380.133327720131,unemployed,single,1,0
29,50061.11418925305,667.5011789427816,21611.33992538952,24,0,712.0544544595641,employee,divorced,0,0
44,35616.10357147346,753.7799360148842,17884.764435960664,24,0,6217.450233870646,manager,married,0,0
21,32962.764549612846,508.7657041979435,19028.56109429679,60,1,-693.9694648253899,unemployed,divorced,0,0
64,49669.42369476545,617.4579826964889,3357.358645323573,48,0,824.9476069296625,manager,divorced,1,0
28,29390.599290460574,580.0288148681557,29967.976215211285,48,1,2159.1146765402386,employee,single,0,1
44,41880.47973647754,529.1156772869707,3441.223098369863,12,0,7160.54528737946,employee,married,0,0
31,57420.981811471094,485.7700463720612,16094.954142944674,36,1,10597.766716815611,unemployed,divorced,1,0
37,27831.143212942115,555.5331266406291,13946.865776239603,60,1,2655.966206624261,employee,divorced,0,0
28,45529.012436803045,630.6098707690874,14251.6545693648,36,3,10289.834566433108,employee,divorced,0,0
55,44735.87900403238,741.9309638774828,21088.77976977209,12,1,5189.614202445841,manager,divorced,1,0
55,38539.94772005976,528.1828392167596,10045.32439302323,12,1,5944.552643700892,self-employed,single,1,0
53,32443.156238440948,673.5514207308966,11971.046604440398,60,1,4744.781769090224,manager,single,1,0
25,58221.95585341578,667.5713269293611,6973.763625581341,12,3,4210.744986455738,unemployed,married,0,0
62,31036.470463495505,783.7570368058621,22855.11195290574,60,1,6757.2001469557,employee,divorced,0,0
59,12819.416483055698,695.6825171517718,16862.597947469287,12,2,7961.284744728178,unemployed,single,0,1
61,49608.00387446551,700.2879594424303,19460.52663948724,48,3,1461.5547854565866,manager,married,0,0
48,21980.449753482488,705.944031977432,20683.886968438117,60,3,4242.798121721975,employee,married,1,1
27,50378.217172826306,576.0614387744645,28939.889324296928,48,3,11677.10038889306,unemployed,single,0,0
29,60023.54871765166,604.1741981135648,27718.620776441072,48,1,5708.754617274093,unemployed,single,1,0
28,49446.248175980116,739.349452981659,17261.291366511658,60,2,6146.775417716594,manager,divorced,0,0
32,56071.16952831237,485.9360115204681,16105.738884270726,36,3,9669.074155869708,unemployed,single,1,0
54,70300.73660394471,595.4151142234296,11275.00691026726,24,0,2995.0220028613526,employee,single,1,0
53,54501.4069391342,543.53525905104,20209.104452262483,12,2,4864.157512394992,unemployed,single,0,0
68,44958.60088938154,668.7395233631416,19949.790712734073,12,1,8267.37958639432,employee,married,0,0
43,64509.22275285472,616.2713131751104,9894.260659408781,36,2,9955.608925113369,unemployed,single,1,0
44,66321.63317269877,700.0776379990974,20038.48066167105,24,2,-4460.573174021654,manager,married,1,0
57,66531.57674889131,641.2803871430895,22058.48145585809,36,3,2053.324836418507,employee,married,0,0
55,32617.84727205996,526.3126143757062,7148.473639352853,24,0,1006.538774602901,unemployed,single,1,0
64,19689.72462252394,530.0105888589986,16329.39779644078,60,0,4504.699586431809,self-employed,married,0,1
60,31702.1172484767,649.5161185088732,14539.89738953297,60,1,1309.3088936261279,employee,divorced,0,0
42,50554.62423689762,588.3092026213097,14962.294453701385,48,1,7656.421998039634,employee,divorced,0,0
47,42387.384179981585,607.3892917778121,8331.4273942037,48,3,5689.641364195604,employee,married,0,0
55,36902.785222347295,725.0732337431291,2214.109686095371,60,3,8556.760677416658,self-employed,single,1,0
21,48407.22098207403,710.7226141493775,9712.085898256595,48,2,8812.031829494272,manager,single,1,0
55,17937.92377490099,793.8187072461886,8731.791803964192,60,1,7716.344073663395,unemployed,married,1,0
57,42117.53948037312,624.6931564207948,17472.561472827987,36,1,3656.8377955599017,self-employed,single,1,0
67,56776.864672718155,598.7082692437707,17586.591814214968,12,1,5417.110155026492,unemployed,married,1,0
34,48239.73466837343,683.4551171543128,17188.145611074717,60,0,3156.5043787207924,self-employed,divorced,1,0
23,50377.147327505925,605.136442460802,5222.885287403111,60,1,-458.9412558791637,self-employed,married,0,0
21,63960.591849287724,607.755110957941,7163.091378699123,60,1,8815.151388350861,unemployed,married,0,0
25,39007.850726895,633.8318724854531,10683.291204452402,48,1,4663.741490922811,unemployed,divorced,1,0
46,30203.625079744954,782.2199164653504,15162.001087961606,48,1,-1010.4478564984511,unemployed,divorced,0,0
34,57842.72563997563,706.3172644102901,12654.247182703806,48,0,7147.798284350403,manager,married,0,0
59,57566.80946550891,714.705632182228,17174.473696953522,48,1,4104.204329509009,employee,divorced,1,0
47,48374.375121336954,778.6283469446597,21828.292217162565,36,6,-3239.215890483516,self-employed,divorced,0,0
29,37594.434991263275,722.202636806026,8004.943346615681,60,1,-494.91708985871446,employee,single,0,0
35,40020.69476511978,559.487551189197,8271.106505946675,36,2,2197.555365355615,unemployed,divorced,0,0
35,20848.4057180337,720.9905891312907,15947.51990264552,48,1,5842.048233775544,unemployed,divorced,0,0
46,56694.19795310804,731.1403885692206,14425.785545835894,36,1,8152.079940202244,self-employed,married,0,0
62,56164.76964293716,702.1491882154477,20203.5449305484,60,1,8015.075722790227,self-employed,divorced,0,0
33,20324.75874299824,634.3646500965692,15053.036618446435,60,1,7411.45181972121,self-employed,married,1,1
52,53014.48125859204,693.7065364801401,27183.64860886175,48,1,4862.550513232083,self-employed,single,0,0
59,46061.52482513513,648.3808222961883,3884.8766179703307,60,1,11888.929242392867,self-employed,married,1,0
69,24670.388344138057,571.7529299001241,20881.51801974857,36,1,7799.484975999545,unemployed,married,0,1
52,21909.996983912955,591.6293083731874,16395.283372736114,24,0,5888.421476969159,self-employed,single,0,0
24,45602.399041025834,706.2978255119425,5178.992530807222,60,0,7266.352422921442,manager,single,1,0
50,34034.43829139623,577.5343856461726,524.2849885306969,36,1,3403.859987377588,employee,divorced,0,0
57,67299.23275824505,585.0757165218988,7124.866533935513,36,3,4771.025595860184,employee,married,1,0
43,54288.975919733595,710.2707567987754,23463.61398030931,36,2,-3327.8161582062457,manager,married,0,0
59,47105.39705098341,660.7031250292084,22666.620891498627,60,3,3453.009350089591,self-employed,married,1,0
65,47846.18506003592,696.1754653750182,14099.432604962452,24,0,12039.552063067094,unemployed,single,1,0
35,59963.00770550751,551.6785650757452,12464.089115551704,48,1,5593.501109148385,unemployed,married,0,0
63,52697.771375910066,693.9543605948611,9007.32102365159,48,1,5426.959109446448,manager,divorced,0,0
49,47496.49657744034,597.1977480871406,13688.274764504447,60,3,8994.416380597124,manager,single,1,0
56,25296.08235553735,568.6492811561724,11680.868201511745,60,1,6431.301662489509,manager,married,1,0
33,85929.20448109327,609.5724086239762,26969.594356997208,12,2,1854.0647829736208,employee,single,0,0
52,23452.2586403765,758.9651965541982,6344.110798958862,24,2,5094.630048761294,manager,single,0,0
27,35311.85894349753,620.8436692040847,17747.063928533593,36,1,459.12350128594153,unemployed,single,0,0
42,15179.075853850038,826.1112569830348,27299.499390718163,36,2,5734.448682481135,self-employed,married,1,1
48,48081.97238153893,485.02575162014824,20422.079710757167,48,0,1649.0001903842358,unemployed,married,0,0
22,42266.65655927211,526.297766481487,7130.063075330878,60,3,8713.178448134975,manager,divorced,1,0
62,51479.1465754714,755.9348189716446,4203.688616874544,24,2,2959.037512914687,unemployed,single,1,0
65,13914.015533433492,776.0483647324587,16920.808435366504,48,0,1701.1843634618203,employee,married,0,1
26,56693.58501071397,580.9234210249285,16053.662438980873,24,2,4548.672046754085,unemployed,married,1,0
48,27888.46897795578,655.5114893378284,23626.86368072677,60,3,6461.567276518853,employee,divorced,1,1
48,37764.92200954202,706.9751934802621,18839.134940790984,36,1,170.6720126406335,self-employed,married,1,0
64,53973.569030215964,631.6499450108196,11606.120530817945,12,1,2914.933610705654,manager,married,0,0
64,43919.000261978494,661.9893673110222,11130.996899744592,24,0,5420.649222773612,self-employed,married,1,0
40,44979.13835000296,650.8746410594551,5856.896096647326,36,2,10353.474198146108,manager,single,0,0
50,51987.682298580985,531.4842416277767,15905.55036795825,24,2,-5114.8630571751,self-employed,divorced,0,0
31,46431.85959908087,622.4270971230385,5168.862244167156,24,2,7460.652814732952,self-employed,divorced,1,0
48,34883.38146176924,650.9892076109226,21369.932433161666,24,1,3465.7377423755706,self-employed,divorced,0,0
45,37502.96307647157,658.2497467286445,19124.086478532052,60,0,3021.558612417328,employee,married,0,0
59,43178.180179777344,511.5595113104728,18902.192003308723,48,0,2275.4921594569664,employee,married,0,0
53,26566.658596804977,710.2955119643209,5747.210217765452,24,2,3544.4176654629755,unemployed,married,0,0
21,54940.129890830045,660.3594922316876,13950.256192229046,60,1,7483.268803647978,unemployed,single,0,0
47,44329.80896211226,565.5691022926613,12274.860654725007,12,1,2852.8541153788997,unemployed,single,1,0
33,41121.64401882953,793.9251387218923,15719.64469121598,48,1,11634.368063254491,manager,divorced,0,0
61,57887.44838547206,622.2732334704945,18699.590165641643,60,1,7495.467137169619,employee,single,0,0
23,38198.29535182945,627.4682094196055,11404.820646952603,12,5,5791.888500611482,self-employed,single,0,0
59,37263.68504271375,701.3367396153061,11668.11532972344,48,3,4335.775528733506,unemployed,married,1,0
26,32730.568539940534,800.7200910055886,19759.494855747227,60,3,9759.416815312408,employee,married,0,0
28,45146.005133889026,704.4831676835618,7093.500260517841,12,1,10344.078747033262,employee,divorced,0,0
47,44626.75162497272,716.0887869355096,9773.369945055125,60,1,354.471410983022,manager,married,1,0
29,30005.736992351398,569.8702507607682,15040.857824238286,12,1,2192.40757840364,self-employed,married,0,0
57,37334.590343298994,656.9567761629736,21298.04261120674,24,1,7538.520825568109,employee,single,1,0
53,30105.965972211503,607.4190619062739,8218.57683113694,24,1,8746.72377777609,employee,divorced,0,0
62,29426.973192767644,706.330387843942,27527.892927174682,48,1,3798.637806762926,unemployed,single,0,1
64,14051.532524097296,713.757263640794,5545.360671840612,12,0,2030.2205611499876,manager,divorced,0,0
44,36536.34619477667,780.6583613215953,25851.951768549952,24,3,5314.450503866177,manager,divorced,1,0
35,14466.80100879983,477.3326466488695,23397.131042953843,48,1,10906.773722983937,self-employed,married,1,1
52,33057.764704907335,599.5537470146944,4989.288854251901,36,1,5164.137040208569,manager,single,1,0
52,30809.580311835874,754.0199155401633,3574.5766412029316,24,1,-55.76307930052462,self-employed,single,0,0
44,55778.42585898406,537.8776122453985,20039.049181930564,24,0,5438.332910309682,self-employed,married,1,0
61,24775.977905355372,714.4520826314938,12358.19170464111,60,1,8130.992284919415,unemployed,divorced,1,0
69,28582.204227782866,740.72004006518,7951.370652739805,36,0,4594.490754600967,unemployed,divorced,1,0
69,34277.13791212641,647.7328123706832,27681.90846287048,12,0,10032.667249935641,employee,divorced,0,1
32,31297.84522745836,536.282825027478,6642.682918603148,48,0,8463.396142069943,unemployed,divorced,1,0
59,60538.82196132814,640.278425743981,9911.429816995806,36,2,4752.964305214579,employee,married,1,0
22,22921.489404255706,766.6945069966979,10741.211808315396,12,1,5172.576078561847,employee,divorced,1,0
23,34308.93251521237,773.1213900204333,-4596.141792055398,24,2,-2367.038820732895,employee,single,1,0
69,44980.978737466095,666.6304301422152,15639.574313746563,48,2,9840.906899648653,employee,divorced,0,0
57,53217.750145630096,571.8209849028192,8619.090112625741,48,0,3681.9306053187565,self-employed,divorced,1,0
69,34296.376661046954,789.0717755239529,20673.752803808165,36,1,3400.173042894605,employee,divorced,1,0
37,11228.505992443112,715.6738303287767,21588.839060718325,60,0,2800.5855738903315,employee,married,0,1
69,37748.43667621743,577.0792025058503,16622.04700149934,12,2,6826.790249960384,employee,divorced,1,0
22,60280.42714271072,677.4015176912407,16701.326407575543,36,2,485.22799694936293,self-employed,married,1,0
22,44232.8111114564,673.7398784782526,16145.12380056393,60,3,1063.3088731498237,manager,single,0,0
48,43546.26793539899,599.0563918760354,10097.170707322872,60,3,4789.899593202587,manager,divorced,0,0
43,24054.73012634505,677.8485451771769,10696.204346856919,60,0,2493.9466736605277,employee,divorced,1,0
57,22514.92614567003,738.4949470499105,24262.588634424385,48,1,6340.934293492328,manager,single,0,1
52,40270.62472951149,626.3000640988608,20146.69011002736,12,1,2640.442882535269,unemployed,divorced,1,0
53,18604.316165778884,746.6615273270444,16442.608891535,12,2,11380.145057502348,unemployed,divorced,0,1
21,51720.43333543766,509.57163445438687,19200.457284466527,36,3,7773.830027137617,unemployed,married,1,0
39,27300.30626700457,827.4613594496693,14572.415298541717,24,3,7723.544849515794,unemployed,married,0,0
22,39630.140789027595,654.5881015983746,16294.62738528255,36,2,2580.1529847147676,self-employed,single,0,0
64,11713.49621868637,735.8416795842897,19161.618378190735,12,0,14622.718697757793,employee,married,0,1
46,34092.9719733474,667.4889189227764,480.03425769287423,48,1,3243.9559429026885,self-employed,married,1,0
52,22212.091793046955,584.1181906514419,21342.972426639644,36,2,2144.7588908395346,self-employed,single,0,1
26,5170.65373987284,647.0898701072397,20840.381548099747,24,0,7826.970387821391,employee,single,1,1
52,48127.63134004476,497.2423185678995,9535.1820602478,36,4,5780.912531761324,self-employed,divorced,1,0
24,64617.3930863736,705.0709544570248,23708.717613097062,60,1,1726.4627630352888,employee,divorced,0,0
31,56942.103840159194,665.5011662915856,-521.2034926248216,24,2,13783.388648354323,self-employed,divorced,1,0
37,50225.36034855707,634.6754273225404,17470.67159369627,60,2,8902.397992771352,manager,divorced,1,0
58,33788.18248081682,710.2159656860509,15279.531325893773,48,3,5016.0212050717555,manager,married,1,0
44,52088.35342821739,653.0018609274555,12833.702477103921,12,1,14604.440524333046,unemployed,married,1,0
25,58357.797978605915,698.546389782606,15135.571292411194,36,2,8243.120577153011,manager,single,1,0
54,42052.3274450694,726.9853263104116,19079.113908292944,36,3,4952.396120828427,unemployed,single,1,0
26,22234.59741531966,606.0617488403681,2361.02222210358,60,2,14125.750580707709,unemployed,married,0,0
42,32509.235521129434,583.167177408654,22006.752132022877,60,1,7635.938933896826,unemployed,divorced,1,0
31,65540.44732521905,512.1951940198024,12128.085413334285,12,0,7460.981049281479,self-employed,divorced,1,0
68,38878.837477747504,659.8048639062287,22108.169937222752,36,2,3454.609491357991,employee,divorced,0,0
36,-9871.335798666441,686.167783076055,19504.6237435496,12,0,5197.653942798588,manager,divorced,0,1
53,17966.1480449471,544.1107681208769,11982.509013403695,60,3,3357.22801654314,employee,single,0,0
29,33633.269452862776,763.6303878422681,14444.716625366507,60,0,10758.94298416581,manager,married,1,0
26,55537.37857626352,584.213162291782,14855.944010363948,24,3,-1437.6565736698522,manager,single,0,0
36,35903.16471389632,481.71999266195996,26243.82266508671,60,0,10463.481732259392,self-employed,married,1,1
49,55816.4748245989,769.5858319913862,7016.879492609631,60,1,1490.629885208226,manager,divorced,0,0
23,32107.56469678766,492.1588000012128,11933.490002530849,12,1,4768.315187345951,employee,single,1,0
40,10535.612166465802,727.134301870674,3924.6836438740065,24,0,3819.13444870308,employee,married,1,0
56,32626.58262102873,707.6895616700682,15867.357719452486,24,1,2919.3900540191726,manager,married,0,0
39,45174.17502319428,675.5643280975902,10635.436905567665,36,1,7759.136592541972,employee,married,1,0
46,43929.255240119695,608.1780041426749,11484.799452031955,48,2,4979.243146684764,unemployed,married,0,0
23,21173.383761150468,690.2237835620462,25392.832818191302,36,1,2329.2049594044547,employee,divorced,1,1
39,34732.05697294352,733.8787898963641,9236.413341705222,36,2,5615.9821207111745,unemployed,divorced,0,0
40,80270.11357096111,571.1351602819622,13883.345663537144,36,2,2215.653093333962,unemployed,married,1,0
52,21500.967605546848,728.1098938383586,11789.797996670983,24,2,2848.898003994312,employee,married,0,0
27,49910.85091695623,724.4699609549796,12229.187363310506,12,2,-989.0523561552218,unemployed,married,0,0
61,8549.864521453066,673.4440872737244,34402.52726644148,60,3,3198.764026060948,employee,divorced,0,1
53,52956.87736854493,606.962009753511,2855.170121378873,24,1,6976.818105578137,employee,single,1,0
60,26615.1191471733,724.8365891879021,19508.4798009647,60,0,5148.499671832149,manager,married,1,0
59,46031.3238730441,690.6650364930018,31991.61369065779,60,1,12260.254675892571,employee,single,0,0
38,20627.11597347698,568.7232269444346,22553.600399430303,48,0,15451.269894885221,employee,divorced,1,1
60,44362.7920026506,620.6115352985402,15328.59515814831,36,2,3143.1264147171073,manager,divorced,1,0
21,26370.24556387843,715.524395073656,6790.621759124346,48,3,1666.728969182846,self-employed,divorced,0,0
31,29274.27725550062,659.1664493680676,24133.420338303862,36,2,9519.266185435776,employee,divorced,0,1
48,46629.79009592546,736.878631555626,21561.421846669902,24,2,6340.832968130182,self-employed,divorced,0,0
45,33544.21785404476,622.6682643481283,4292.152940988419,60,1,9543.497108059892,self-employed,single,1,0
43,45705.72172324467,570.008376620152,12758.031390272847,48,3,6595.322924818037,manager,single,1,0
51,37137.38022034974,825.4882092488057,6557.342376053164,24,6,4222.568613296901,self-employed,single,0,0
50,41012.40521870912,515.5283933802807,-5016.640270721095,24,5,4245.259807124884,self-employed,single,0,0
62,46676.29707030102,610.0128322078668,6394.497635671727,36,1,6731.107113464202,unemployed,married,1,0
55,34749.72318113289,672.3798400559988,15738.074583269596,60,2,4155.544417140562,self-employed,divorced,0,0
27,25059.253209973387,728.8867113182168,19062.23424081685,36,2,9878.004972791477,manager,single,1,1
36,32015.31601105315,701.7159494833809,12735.941328000843,36,5,-209.34895800478353,employee,single,0,0
46,57927.08769750154,834.9007203954303,24618.877747515122,24,0,9856.574544244388,unemployed,married,0,0
68,41742.59626114825,640.5921237873495,22206.079389207665,36,3,-2493.6029916641464,manager,married,0,0
69,27326.523198842893,580.1613390919579,14123.056540211935,12,1,5580.409145444888,manager,divorced,0,0
22,46023.40912581578,632.424318062684,13231.781186651886,60,0,3675.829077505805,unemployed,divorced,0,0
21,47024.73377408707,624.4018776519181,17679.177330959166,36,1,-1065.4228146047244,unemployed,married,1,0
68,47799.986136967156,644.5363882167889,14875.075131445574,36,3,-3240.0776667149494,manager,married,0,0
32,25332.441994430716,571.4009501680576,5020.211428992527,48,3,609.9413195793259,employee,married,0,0
25,29764.135085711576,712.7244830600285,12932.326107175588,60,0,5182.737306241357,self-employed,divorced,1,0
57,29847.561754194823,679.6664167468967,19658.970385127115,60,2,2591.2634848811263,employee,married,0,0
52,34590.281319007125,548.8895336740711,24203.181853749185,36,3,836.2043953152879,self-employed,single,0,1
29,48083.787777156016,727.4420060696467,21721.147277639247,12,2,10409.124331689542,employee,divorced,0,0
